alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_fr,"Energie, Règlement UE N° 1169/2011 (kcal/100g)","Energie, N x facteur Jones, avec fibres (kJ/100g)","Energie, N x facteur Jones, avec fibres (kcal/100g)",Eau (g/100g),Protéines (g/100g),"Protéines brutes, N x 6.25 (g/100g)",Glucides (g/100g),Lipides (g/100g),Sucres (g/100g),Amidon (g/100g),Fibres alimentaires (g/100g),Polyols totaux (g/100g),Cendres (g/100g),Alcool (g/100g),Acides organiques (g/100g),AG saturés (g/100g),AG monoinsaturés (g/100g),AG polyinsaturés (g/100g),"AG 4:0, butyrique (g/100g)","AG 6:0, caproïque (g/100g)","AG 8:0, caprylique (g/100g)","AG 10:0, caprique (g/100g)","AG 12:0, laurique (g/100g)","AG 14:0, myristique (g/100g)","AG 16:0, palmitique (g/100g)","AG 18:0, stéarique (g/100g)","AG 18:1 9c (n-9), oléique (g/100g)","AG 18:2 9c,12c (n-6), linoléique (g/100g)","AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100g)","AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100g)","AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g)","AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g)",Cholestérol (mg/100g),Sel chlorure de sodium (g/100g),Calcium (mg/100g),Chlorure (mg/100g),Cuivre (mg/100g),Fer (mg/100g),Iode (µg/100g),Magnésium (mg/100g),Manganèse (mg/100g),Phosphore (mg/100g),Potassium (mg/100g),Sélénium (µg/100g),Sodium (mg/100g),Zinc (mg/100g),Rétinol (µg/100g),Beta-Carotène (µg/100g),Vitamine D (µg/100g),Vitamine E (mg/100g),Vitamine K1 (µg/100g),Vitamine K2 (µg/100g),Vitamine C (mg/100g),Vitamine B1 ou Thiamine (mg/100g),Vitamine B2 ou Riboflavine (mg/100g),Vitamine B3 ou PP ou Niacine (mg/100g),Vitamine B5 ou Acide pantothénique (mg/100g),Vitamine B6 (mg/100g),Vitamine B9 ou Folates totaux (µg/100g),Vitamine B12 (µg/100g)
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39242,Préparation pour mousse au chocolat,Préparation pour mousse au chocolat,443,1860,443,"2,4",12,12,65,15,-,-,traces,traces,5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,21",117,-,-,"7,9",-,-,-,250,1290,-,82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39246,"Crème dessert au café, rayon frais","Crème dessert au café, rayon frais",111,467,111,"76,1","2,93","2,87","16,5","3,69",14,-,"0,042",0,"0,73",0,0,"2,5","1,01","0,1",-,-,-,-,-,-,-,-,-,"0,06","0,017",-,-,-,-,"0,16",-,-,-,-,-,-,-,-,-,-,"67,1",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39247,"Crème dessert au caramel, rayon frais","Crème dessert au caramel, rayon frais",111,468,111,"75,9","2,92","2,86",17,"3,47","15,9",-,"0,12",0,"0,6",0,0,"2,22","0,71","0,073",-,-,-,"0,075",-,-,-,-,-,"0,04","0,013",-,-,-,-,"0,18",-,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39505,"Crème dessert, appertisée (aliment moyen)","Crème dessert, appertisée (aliment moyen)",125,527,125,"71,2","3,48","3,41","18,9","3,52","16,1","2,63","2,05",0,"0,85",0,0,"1,2","1,17","0,65",,,,,,,,,,,,,,,"7,5","0,14",102,,"0,11","1,08","10,1",19,"0,12",80,190,"1,8","54,1","0,59",22,"1,5","0,065","0,12",,,"1,1","0,035","0,19","0,3","0,35","0,045","12,5","0,05"
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39506,"Crème dessert au chocolat, appertisée","Crème dessert au chocolat, appertisée",130,547,130,69,"3,25","3,18","19,8","3,42","16,8","2,75","3,6",0,"1,01",0,0,"0,6","1,43","1,2",-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,"0,1","89,7",-,"0,17","1,35","6,1","27,9","0,19",80,247,< 5,"41,6","0,58",11,0,"0,03","0,13",-,-,2,"0,03","0,16","0,3","0,18","0,03",3,traces
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39511,"Crème dessert, rayon frais ou appertisée (aliment moyen)","Crème dessert, rayon frais ou appertisée (aliment moyen)",115,485,115,"74,8","3,16","3,09","17,2","3,65","15,6",,"0,49",0,"0,68",0,0,"2,4","0,92","0,11",,,,"0,077",,,,,,"0,061","0,012",,,,,"0,15",126,,,,,,,,213,"6,65","59,1",,,,,,,,,,,,,,,
5,502,50204,lait et produits laitiers,produits laitiers frais et assimilés,autres desserts,19689,"Cheesecake ou Gâteau au fromage frais, rayon frais","Cheesecake ou Gâteau au fromage frais, rayon frais",330,1380,330,"39,2","4,57","4,57","31,7","20,3","21,6","9,5","0,9",0,"0,78",0,0,"12,2","4,69","1,09","0,62","0,37","0,26","0,45","0,55","1,81","5,61","1,7","4,69","0,9","0,15","0,03","0,01","< 0,01",86,"0,38",55,259,"0,04","0,34",< 20,12,"0,14",84,110,< 20,154,"0,41",172,"53,4","< 0,25","0,9","3,39",-,"< 0,5","0,059","0,14","< 0,1","0,42","0,031",12,"0,2"
5,502,50204,lait et produits laitiers,produits laitiers frais et assimilés,autres desserts,19692,"Dessert au soja, aux fruits, rayon frais","Dessert au soja, aux fruits, rayon frais","81,6",339,"80,4","80,8","3,08","3,38","12,2","1,84","10,9","0,88","1,43",0,"0,71",0,0,"0,32","0,37","1,03","< 0,0011","< 0,0011","< 0,0011","< 0,0011","< 0,0011","< 0,0011","0,24","0,077","0,37","0,91","0,11","< 0,0011",-,-,0,"0,077",120,< 100,"0,049","0,46",< 5,19,"0,31",86,"80,7",< 10,"30,8","0,11",< 2,10,"< 0,5","1,8",-,-,"< 0,5","< 0,04","< 0,04","0,1","< 0,16","0,06","19,5",0
5,502,50204,lait et produits laitiers,produits laitiers frais et assimilés,autres desserts,19693,"Dessert au soja, nature, rayon frais","Dessert au soja, nature, rayon frais","44,7",181,"43,3","90,4","3,63","3,98","1,53","2,19","0,63",-,"1,53",0,"0,39",0,0,"0,38","0,53","1,13","< 0,0011","< 0,0011","< 0,0011","< 0,0011","< 0,0011","< 0,0011","0,14","0,068","0,29","0,55","0,2","< 0,0011",-,-,0,"0,084",120,"9,1","0,059","0,44",10,"21,7","0,23","27,3","79,3",< 10,"32,5","0,12",< 2,< 80,"< 0,5","1,75",-,-,"< 0,5","< 0,04","< 0,04","< 0,16","< 0,16","0,039","26,2",-
5,502,50204,lait et produits laitiers,produits laitiers frais et assimilés,autres desserts,19698,"Tiramisu, rayon frais","Tiramisu, rayon frais",279,1170,279,"43,7","4,14","4,14","36,7","11,3","21,4","15,3","1,68",0,"0,91","1,6",0,"8,7","2,07","0,4","0,071","0,087","0,67","0,57","2,92","1,48","2,15","0,74","1,95","0,36","0,04","0,006","< 0,005","< 0,005","42,4","0,18","81,9",121,"< 0,1","0,9","5,53","15,2","0,067",-,161,< 5,"81,9","0,6",-,"12,7",-,-,-,-,-,-,-,-,"0,54",-,-,"0,18"
5,502,50204,lait et produits laitiers,produits laitiers frais et assimilés,autres desserts,19852,"Mousse à la crème de marrons, rayon frais","Mousse à la crème de marrons, rayon frais",230,965,230,53,"2,74","2,68","35,4","8,16","28,7",-,"1,85",0,"0,46",0,0,"5,35",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,15","33,5",-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,502,50204,lait et produits laitiers,produits laitiers frais et assimilés,autres desserts,20911,"Dessert au soja aromatisé, rayon frais","Dessert au soja aromatisé, rayon frais",127,530,125,"69,3","3,06","3,35","23,2","1,88","13,2","2,5","1,71",0,"0,85",0,0,"0,44","0,36","0,95","< 0,0011","< 0,0011","< 0,0011","< 0,0011","< 0,0011","< 0,0011","0,27","0,15","0,36","0,85","0,093","< 0,0011",0,0,0,"0,13",120,55,"0,17","2,16",< 5,"36,1","0,24",72,228,< 10,"53,3","0,29",< 2,< 8,"< 0,5","1,8",-,-,"< 0,5","< 0,04","< 0,04","< 0,16","< 0,16","0,03","21,3",0
5,502,50204,lait et produits laitiers,produits laitiers frais et assimilés,autres desserts,23474,"Profiteroles (crème pâtissière et sauce chocolat), rayon frais","Profiteroles (crème pâtissière et sauce chocolat), rayon frais",273,1150,273,"44,6","5,51","5,51","34,3","12,2","20,9",-,"2,31",0,"1,15",0,0,"9,03","1,54","0,33",-,-,-,-,-,-,-,-,-,"0,31","0,01",-,-,-,-,"0,3",-,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,502,50204,lait et produits laitiers,produits laitiers frais et assimilés,autres desserts,23535,"Gâteau de semoule, appertisé","Gâteau de semoule, appertisé",139,586,139,68,"2,85","2,85","24,5","3,03",-,"8,7",1,0,"0,55",0,0,"1,18","0,99","0,26","0,014","0,011","0,007","0,016","0,022","0,078","0,84","0,17",-,-,"0,04",-,-,-,25,"0,069","67,9",73,"< 0,1","0,3",2,"9,2","< 0,1",63,93,"< 3,35","27,5","0,3",13,12,"< 0,5","0,34",-,-,"< 0,5","< 0,04","0,14","0,23","0,21","0,038","18,9","< 0,08"
5,502,50204,lait et produits laitiers,produits laitiers frais et assimilés,autres desserts,39210,"Mousse au chocolat traditionnelle, rayon frais","Mousse au chocolat traditionnelle, rayon frais",303,1270,304,-,"6,52","6,39","25,6","18,6","21,5",-,"3,8",0,"0,25",0,0,"15,4",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,25",-,86,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,502,50204,lait et produits laitiers,produits laitiers frais et assimilés,autres desserts,39216,"Clafoutis aux fruits, rayon frais","Clafoutis aux fruits, rayon frais",192,807,192,"58,5","5,22","5,11","27,2","6,51","21,4","4,4","1,88",0,"0,7",0,0,"3,9","2,01","0,39","0,18","0,1","0,067","0,16","0,21","0,6","1,97","0,62","1,81","0,32","0,029","0,029","0,0058","0,012",68,"0,18",84,91,"0,069","0,57","11,9",15,"0,087","76,2",182,< 10,"76,7","0,39",56,"31,7","< 0,5","0,43",-,-,"< 0,5","0,043","0,15","0,32","0,49","0,1",23,"0,24"
5,502,50204,lait et produits laitiers,produits laitiers frais et assimilés,autres desserts,39220,Liégeois aux fruits,Liégeois aux fruits,147,612,147,"72,3","1,5","1,5",16,"8,1","15,1","0,6","1,2",0,"0,44",0,"0,43","5,44","1,87","0,18","0,26","0,17","0,11","0,23","0,28","0,91","2,65","0,69","1,46","0,14","0,028","0,0095","< 0,01","< 0,01","21,1","0,043",36,"32,5","0,04","0,35",< 20,"7,8","0,12",32,120,< 20,17,"0,17","63,5","41,5","< 0,25","0,41","2,22",-,"6,51","0,096","0,049","< 0,1","0,24","0,023","20,6","0,15"
5,502,50204,lait et produits laitiers,produits laitiers frais et assimilés,autres desserts,39232,"Gâteau de riz, appertisé","Gâteau de riz, appertisé",122,518,122,71,"4,29","4,2","21,9","1,9",12,8,"0,3",0,"0,62",0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,15",130,-,-,-,-,130,-,-,210,-,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,502,50204,lait et produits laitiers,produits laitiers frais et assimilés,autres desserts,39234,"Gâteau au chocolat, cœur fondant, rayon frais","Gâteau au chocolat, cœur fondant, rayon frais",364,1520,364,-,"6,86","6,86","41,9","18,1","30,9",-,"3,24",0,"0,073",0,0,"12,5",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,073",-,-,-,-,-,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,502,50204,lait et produits laitiers,produits laitiers frais et assimilés,autres desserts,39236,Pain perdu,Pain perdu,232,974,232,"51,9","6,12","6,12","29,8","9,53","13,7","16,2","1,25",0,"1,39",0,0,"4,34","3,07","1,34","0,022","0,013","0,008","0,017","0,019","0,086","1,32","0,62",-,-,-,-,"0,001","0,0095",78,"0,91","85,3",-,"0,06","1,43","9,8","15,1","0,21",105,121,"2,38",365,"0,62","89,3","45,3","0,29","0,45",-,-,"0,4","0,17","0,26","1,8","0,57","0,17",19,"0,6"
5,502,50204,lait et produits laitiers,produits laitiers frais et assimilés,autres desserts,39400,"Lait de poule, sans alcool","Lait de poule, sans alcool","97,3",410,"97,6","80,2","4,19","4,11","10,8","4,19","8,05",-,0,0,"0,67",0,0,"2,59","1,3","0,2","0,13","0,076","0,044","0,1","0,11","0,4","1,13","0,51",-,-,-,-,0,0,59,"0,14",130,-,"0,013","0,2",35,19,"0,005",109,165,-,54,"0,46",58,7,"1,2","0,21","0,3",-,"1,5","0,034","0,19","0,11","0,42","0,05",9,"0,45"
5,502,50204,lait et produits laitiers,produits laitiers frais et assimilés,autres desserts,39710,Crème pâtissière,Crème pâtissière,137,576,137,"69,7","3,79","3,79","22,3","3,6","16,7",3,0,0,"0,6",0,0,"1,76","1,3","0,34",-,-,-,-,-,-,-,-,-,-,-,-,-,-,123,"0,2",105,130,"0,03","0,64","25,5","11,6","0,1",124,150,4,"79,1","0,7","89,5",100,"0,24","0,34",-,-,"0,93","0,065","0,19","0,21","0,68","0,055",15,1
5,503,0,,,,12999,Fromage (aliment moyen),Fromage (aliment moyen),348,1450,350,"45,5","22,2","21,7","0,41","27,6","0,34",,0,0,"3,33",0,,"17,7","6,92","1,02","0,81","0,52","0,36","0,9","0,92","2,83","7,54","2,55","4,88","0,43","0,14",,,,"89,4","1,27",630,839,"0,12","0,29","24,2","29,1","0,029",458,122,"7,49",541,"2,9",223,,"0,31","0,56",,,"0,046","0,037","0,42","0,98","0,52","0,11","34,4","1,33"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12001,"Camembert, sans précision","Camembert, sans précision",279,1170,281,"55,4",21,"20,5",traces,"21,8",0,-,0,0,"2,95",0,"0,09","14,2","6,03","0,64","0,76","0,49","0,32","0,7","0,81","2,36","5,95","2,27","4,22","0,39","0,15","0,01","0,0088",-,74,"1,54",449,932,"0,03","0,18","13,8","19,3","0,016",370,148,"5,76",552,"2,5",190,-,"0,24","0,57",0,-,0,"0,045","0,45","1,8","1,36","0,25",62,"1,13"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12003,Fromage à pâte molle et croûte fleurie (type camembert),Fromage à pâte molle et croûte fleurie (type camembert),359,1490,361,"46,7","17,5","17,1",traces,"32,3",-,-,0,0,"3,23",0,"0,1",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,18",523,-,-,-,-,23,-,354,69,-,470,-,470,-,"0,4",-,-,-,-,-,"0,1",-,-,-,-,"1,1"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12006,Camembert au lait cru,Camembert au lait cru,267,1120,269,"55,9","20,7","20,3",traces,"20,3","< 0,2",0,0,0,"2,59",0,"0,98","14,1","4,26","0,4","0,63","0,43","0,29","0,51","0,69","2,43","6,48","2,11","3,57","0,26","0,07","0,02","< 0,01","< 0,01","64,6","1,45",380,981,"0,02","0,09",20,18,"0,03",370,160,< 20,580,"2,8",181,0,"< 0,25","0,46","3,1",-,-,"< 0,015","0,6","10,9","0,44","0,26",88,"1,61"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12008,Fromage à pâte molle double crème environ 30% MG,Fromage à pâte molle double crème environ 30% MG,304,1260,305,"51,2","10,2",10,traces,"29,4",-,-,0,0,"2,55",0,-,"18,5","8,48","0,89","0,8","0,54","0,35","0,82","0,99","3,16","8,16","2,94","5,59","0,42","0,15",-,-,-,"79,5","1,28",200,789,"< 0,1","0,3","13,8",6,"< 0,1",160,112,"3,5",511,"0,54",268,-,"0,31","0,8",0,-,0,"0,04","0,2","0,1","0,27","0,055",13,"0,22"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12009,Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse,Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse,197,830,199,"60,7","24,9","24,4",traces,11,-,-,0,0,"4,54",0,-,"7,12","2,96","0,31","0,37","0,24","0,16","0,34","0,43","1,22","3,25","1,11","2,44","0,23","0,083",-,-,-,36,"3,24",720,-,"0,07","0,18","13,8",20,"0,048",370,187,"8,5",1300,"2,38","93,5",-,"0,14","0,28",0,-,0,"0,045","0,45","1,8","1,36","0,25",62,"1,13"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12010,Coulommiers,Coulommiers,279,1160,280,56,"18,8","18,4",traces,"22,8",0,-,0,0,"2,6",0,-,"15,8","6,11","0,68","0,65","0,47","0,3","0,75","0,91","2,84","7,56","2,32","4,29","0,36","0,1",-,"0,011",-,85,"1,37",400,-,"0,07","0,23",28,"21,7",traces,185,165,5,534,"3,28",196,-,-,"0,6",-,-,-,-,-,-,-,-,-,-
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12012,Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse,Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse,187,789,189,"62,5","22,5",22,traces,11,0,0,0,0,"0,9",0,-,"7,9","2,78","0,3",-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,"0,9",-,-,-,"0,05",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12013,Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,150,641,152,-,"25,7","25,2",traces,"5,5",-,-,0,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,570,-,-,-,-,-,-,440,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12020,"Brie, sans précision","Brie, sans précision",297,1240,299,"52,5","17,3","16,9",traces,"25,5",0,-,0,0,"2,78",0,-,"16,3","7,78","0,82","0,85","0,53","0,36","0,86","0,9","2,73","7,08","2,61","4,54","0,51","0,2",0,"0,019",0,"95,8","1,51",424,1020,"0,045","0,36","13,8",20,"< 0,1",282,145,"6,41",599,"2,38",204,9,"0,39","0,47","2,3",-,0,"0,06","0,43","0,38","0,69","0,24","77,7","0,76"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12021,Brie de Meaux,Brie de Meaux,271,1130,273,"53,4","21,4",21,traces,"20,7","< 0,2",0,0,0,"2,88",0,"0,33","14,5","4,25","0,48","0,65","0,43","0,27","0,59","0,75","2,49","7,18","1,6","3,46","0,33","0,08","0,02","< 0,01","< 0,01","83,6","2,02",310,1320,"< 0,01","0,15",50,15,"0,02",310,120,< 20,806,"2,3",153,"42,1","< 0,25","0,44","< 0,8",-,"< 0,5","< 0,015","0,58",-,"0,36","0,094",115,"1,28"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12022,Brie de Melun,Brie de Melun,288,1200,290,"52,1",22,"21,6",traces,"22,2","< 0,2",-,0,0,3,0,"0,66","15,2","5,05","0,4","0,65","0,46","0,32","0,54","0,73","2,57","7,28","2,09","4,21","0,32","0,05","0,01","< 0,01","< 0,01","88,9","1,89",180,1360,"0,03","0,08",70,17,"0,02",280,210,20,755,"0,84",218,"71,4","< 0,25","0,57","1,91",-,"< 0,5","0,029","0,57",-,"0,66","0,26",140,"1,89"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12025,Carré de l'Est,Carré de l'Est,327,1360,329,-,"21,4",21,traces,27,0,-,0,0,"3,6",0,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,58",450,-,"0,06",-,21,20,"0,02",350,140,5,630,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12028,Chaource,Chaource,276,1150,277,56,"17,3",17,traces,"22,9","< 0,2",-,0,0,"2,5",0,"0,68","15,8","4,84","0,63","0,47","0,35","0,24","0,63","0,85","2,87","7,75","2,08","3,97","0,46","0,09","0,02","< 0,01","< 0,01",83,"1,9",110,1170,"0,03","0,06",< 20,12,"0,03",220,130,< 20,760,"0,56",236,"78,2","< 0,25","0,59","0,89",-,"< 0,5","0,032","0,53",-,"0,36","0,2","63,2","1,6"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12029,Maroilles laitier,Maroilles laitier,338,1410,339,"45,9","22,3","21,8",traces,"27,8",-,-,0,0,"3,57",0,-,"17,5","6,27","0,72",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,87",-,-,-,-,-,-,-,-,-,-,766,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12030,Maroilles fermier,Maroilles fermier,349,1450,351,"45,6","21,2","20,8",traces,"29,5",-,-,0,0,"3,74",0,-,"17,3","6,87","1,04",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,07",-,-,-,-,-,-,-,-,-,-,821,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12031,Neufchâtel,Neufchâtel,287,1200,289,"54,8","18,5","18,1",traces,"23,9",-,-,0,0,"2,34",0,-,20,"2,26","0,29","0,59","0,34","0,2","0,56","0,68","3,21","10,9","2,8",-,"0,14","< 0,023","< 0,023","< 0,023","< 0,023",84,"1,87","74,5",1190,"0,02","0,07",32,"9,17","0,01",198,117,< 50,748,"0,55",186,119,"< 0,3","0,4","1,95",-,-,"0,084","0,5","1,36","0,18","0,32","94,5","0,65"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12033,Fromage à pâte molle triple crème environ 40% MG,Fromage à pâte molle triple crème environ 40% MG,376,1550,377,"49,4","9,89","9,69",traces,"37,5",0,-,0,0,"1,6",0,-,"25,1","10,6","0,91","1,26","0,8","0,52","1,15","1,37","4,13","10,5","3,73","7,94","0,54","0,25",0,0,0,122,"1,09",230,-,"0,07","0,3","13,8",6,"0,035",140,119,"3,2",436,"0,54",314,-,"0,36","0,94",0,-,0,"0,035","0,2","0,1","0,27","0,055",13,"0,22"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12034,Fromage à pâte molle et croûte lavée (aliment moyen),Fromage à pâte molle et croûte lavée (aliment moyen),319,1330,320,50,"20,6","20,2",0,"26,4","0,02",,0,0,"3,29",0,,17,"6,98","0,95",,,,,,,,,,,,,,,,"1,57",534,,,,,"22,4",,396,113,,614,,249,,"0,69",,,,,,"0,61",,,,,"1,53"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12035,"Fromage à pâte molle et croûte lavée, allégé environ 13% MG","Fromage à pâte molle et croûte lavée, allégé environ 13% MG",198,832,199,"59,9","21,6","21,2",traces,"12,6",-,-,0,0,"3,69",0,-,"8,08","3,76","0,47","0,12","0,14","0,11","0,31","0,4","1,34","3,88","1,19","2,84",-,-,-,-,-,43,"1,63",420,-,-,-,"31,5",19,-,268,94,-,650,-,132,-,15,-,-,-,-,-,"0,39",-,-,-,-,"2,6"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12036,"Maroilles, sans précision","Maroilles, sans précision",325,1360,327,"48,3","21,9","21,5",traces,"26,4","< 0,2",-,0,0,"3,34",0,"0,61","18,1","5,8","0,55","0,95","0,6","0,37","0,77","0,95","3,15","8,49","2,19","4,78","0,36","0,1","0,02","< 0,01","< 0,01",103,"2,09",580,1390,"0,03","0,09",< 20,23,"0,02",410,100,< 20,834,"2,8",222,"84,5","< 0,25","0,57","0,96",-,"< 0,5","< 0,015","0,34","0,53","0,99","0,026",144,"2,57"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12037,Livarot,Livarot,301,1260,303,"48,9","24,6","24,1",traces,"22,6","< 0,2",0,0,0,"3,8",0,"0,46","15,3","4,7","0,54","0,76","0,5","0,31","0,76","0,88","2,76","6,56","2,1","3,95","0,27","0,12","0,02","0,01","< 0,01","77,3","1,5",730,958,"0,03","0,07",30,26,"0,02",470,94,< 20,601,"3,1",168,119,"< 0,25","0,57","1,02",-,"< 0,5","< 0,015","0,55","0,1","1,16","0,12",140,"1,68"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12038,Époisses,Époisses,290,1210,292,"55,6","17,8","17,4",traces,"24,5","< 0,03",-,traces,0,"2,36",0,-,"17,1","5,62","0,48","0,16","0,44","0,25","0,63","0,76","2,76","7,22","2,27",-,"0,37","0,11","< 0,023","< 0,023","< 0,023","80,5","1,76",120,1170,"0,02","0,21",21,10,"0,01",220,140,< 20,702,"0,5",210,-,"< 0,25","0,64","1,73",-,-,"0,021","1,24","0,57","1,1","0,18",-,"1,7"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12039,Munster,Munster,344,1430,345,"49,4","21,2","20,7",traces,29,0,-,0,0,"3,43",0,-,"18,8","8,54","0,82","1,04","0,24","0,28","0,59","0,37","3,07","9,22","3,57","4,88","0,55","0,18",-,0,0,96,"1,78",717,-,"0,031","0,41","30,4",27,"0,008",468,134,"4,32",670,"2,81",297,13,"0,6","0,26","2,5",-,0,"0,013","0,32","0,1","0,19","0,056",12,"1,47"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12040,Langres,Langres,281,1170,283,"56,2","16,7","16,4",traces,"23,8","< 0,2",0,traces,0,"1,63",0,"0,51","16,9","4,75","0,52","0,78","0,56","0,36","0,69","0,9","2,99","7,94","2,04","3,92","0,37","0,08","0,02","< 0,01","< 0,01","89,3","0,99",160,698,"0,03","0,05",30,12,"0,01",220,140,< 20,397,"1,2",220,"74,4","< 0,25","0,65","1,37",-,"< 0,5","< 0,015","0,84","0,1","2,18","0,6","67,6","1,78"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12042,Pont l'Évêque,Pont l'Évêque,326,1360,328,"47,9","22,7","22,2",traces,"26,2","< 0,2",-,0,0,"3,3",0,"0,38","18,2","5,08","0,6","0,91","0,63","0,42","0,69","0,91","3,14","8,21","2,66","4,23","0,36","0,11","0,03","0,01","< 0,01","84,7","1,3",660,886,"0,03","0,07",30,24,"0,02",430,110,< 20,520,"2,8",191,113,"< 0,25","0,46","1,82",-,"< 0,5","< 0,015","0,49","< 0,1","0,88","0,13","88,9","1,74"
5,503,50301,lait et produits laitiers,fromages,fromages à pâte molle,12045,Reblochon,Reblochon,326,1360,328,"49,1","20,4","19,9",traces,"27,4",0,-,0,0,"3,11",0,-,"18,8","5,77","1,04","0,73","0,5","0,32","0,8","0,95","3,24","7,94","2,24","4,55","0,41","0,2",-,"0,019",-,"89,9","1,27",471,-,"0,11","0,32","19,4","20,2",0,322,104,"5,1",509,"4,44",-,-,-,-,-,-,-,-,-,-,-,-,25,-
